Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100
0.029,-2.559,0.145,0.47,0.274,1.722,-0.751,-0.749,2.807,-0.896,0.325,0.787,1.069,-0.041,0.247,-2.239,0.754,-0.106,-0.637,-0.182,0.617,-1.234,-1.132,-1.421,0.334,-0.696,0.86,-1.255,0.805,-2.25,-0.636,-0.202,-0.28,-0.499,1.348,0.894,-2.212,0.251,-0.991,0.488,-0.312,-0.061,1.534,-0.65,0.141,0.654,-0.33,-2.01,0.465,0.137,1.799,0.347,-0.042,-0.142,2.705,0.373,0.508,-0.143,-2.807,-0.199,-0.023,-0.095,-0.542,-0.353,-0.712,0.096,0.726,1.679,0.019,0.551,0.774,1.423,0.001,-1.521,-0.515,-0.376,-1.296,0.648,1.565,0.45,-1.36,0.408,0.655,0.15,1.977,-0.136,0.618,0.279,0.387,0.009,1.365,-0.322,0.112,-1.105,-0.472,1.62,0.029,0.341,1.892,0.509
-1.189,0.179,-0.8,1.144,1.65,-0.6,-0.037,-0.751,1.124,-1.86,-0.165,-1.118,0.651,-0.422,0.746,-0.596,-0.07,0.261,-0.384,0.394,0.657,-0.612,0.078,-0.342,1.132,-0.702,0.873,0.028,-0.526,0.647,-0.848,1.196,2.302,1.916,1.238,-1.863,0.007,1.444,-0.432,-0.251,1.431,-0.733,0.255,0.075,1.658,-0.148,0.538,0.024,-0.515,-0.542,-1.975,1.73,1.131,-0.698,-0.794,-0.71,0.029,0.111,-0.139,-0.374,1.481,-0.593,0.847,1.939,-0.658,-0.17,0.708,0.618,0.147,-0.594,-1.754,0.388,-0.956,3.368,0.38,-1.888,0.209,0.189,1.29,0.795,-0.169,1.203,-0.115,-0.284,0.932,-0.429,0.012,2.066,0.222,-1.116,-0.367,-0.38,1.436,0.835,1.919,0.576,-0.307,-0.466,-1.445,0.294
-1.124,1.187,-0.814,-0.288,-1.09,0.38,2.054,-1.016,0.119,-1.539,-0.031,0.399,-0.028,1.085,0.18,-0.24,0.321,-1.643,-0.704,1.932,0.95,-0.327,0.137,1.906,0.787,0.412,0.595,-0.102,0.429,-0.245,-0.063,1.073,-1.37,-0.244,0.715,-0.76,-0.578,0.102,0.251,-0.511,1.57,-1.204,0.192,1.647,-1.437,0.301,1.475,-0.341,0.097,1.904,1.16,0.273,0.284,0.793,-1.117,-0.784,-0.496,0.94,1.05,1.77,1.277,-0.084,-0.247,-2.432,1.303,-0.043,-0.288,-0.698,-2.1,-0.479,0.813,-0.609,-1.026,0.791,0.073,-0.314,-0.104,0.974,-0.083,0.827,-1.634,-0.86,1.18,0.192,0.175,0.201,-0.936,-0.551,-1.077,0.325,0.503,-0.373,-0.111,0.206,1.142,-1.089,-1.109,0.335,0.164,0.323
0.341,-0.553,-0.296,-0.096,1.14,1.862,-1.081,-0.797,1.074,-0.68,-0.542,-0.887,0.488,0.475,0.58,2.541,-0.014,-1.126,0.024,0.547,-0.695,0.245,1.144,-0.777,-0.84,0.082,-1.274,-0.04,-0.38,1.026,-0.303,0.651,-0.488,1.556,-0.377,-0.649,0.378,1.195,0.912,0.452,-1.371,0.746,-0.845,-0.863,0.249,1.783,0.359,0.113,1.023,1.27,-0.466,0.957,-0.706,0.382,0.077,-2.202,0.702,0.378,-0.895,0.376,-0.271,1.252,0.455,0.278,-0.947,-0.338,1.021,0.574,0.46,-0.642,-0.727,0.426,-1.597,0.182,-0.242,0.23,0.299,-0.11,-1.484,-0.471,-0.327,2.555,1.238,0.155,-0.42,0.538,0.525,0.761,0.901,-1.242,-1.767,0.144,-0.351,-1.357,0.024,-0.871,-1.449,-1.61,0.619,0.736
-0.607,-0.434,-0.868,0.978,0.51,0.821,-0.97,2.033,-0.245,-0.766,1.205,-0.426,0.022,-1.384,-0.466,0.169,-0.621,-0.322,-1.666,-1.143,-0.621,0.812,-1.24,1.127,0.865,-1.079,-0.287,-1.227,-0.404,-1.781,-0.354,0.667,0.033,-1.479,-0.694,0.074,1.504,0.61,0.781,-1.231,-0.605,-0.28,1.473,1.938,-0.796,-0.7,0.329,0.423,0.519,-0.561,-0.887,-1.05,-0.122,-0.55,-0.558,0.399,0.473,0.443,0.706,-1.206,-0.203,0.442,0.209,0.5,0.646,0.384,-0.522,1.082,0.921,-0.548,-0.22,0.576,-0.391,0.067,0.612,1.869,0.013,-1.511,0.57,0.597,-2.601,0.032,0.672,0.773,0.807,-1.361,0.668,1.085,0.141,0.441,1.091,-0.645,-2.068,0.404,-1.225,-1.53,0.95,-0.294,0.007,-0.927
0.286,-0.57,-0.337,0.07,1.077,1.156,-1.105,-0.942,0.593,1.83,0.479,-1.135,-1.955,1.288,-0.686,0.813,0.845,0.036,0.285,2.062,-2.066,1.607,-0.635,0.105,-0.485,-0.331,1.231,0.639,-0.814,-0.721,0.539,-0.618,1.275,-1.174,0.428,-1.005,0.698,1.14,-0.217,-0.001,0.419,0.526,1.258,0.989,0.351,-1.011,0.411,-0.895,-1.115,-1.422,0.111,0.362,-0.314,-0.24,-0.409,2.123,1.708,-0.862,0.923,0.805,-0.417,-0.422,0.094,0.366,0.83,-1.1,1.239,-0.734,-0.116,-1.31,0.224,-0.688,0.413,0.4,0.207,-1.085,1.37,1.242,-0.149,-0.495,0.581,1.078,0.52,-2.182,0.395,-0.317,-0.132,0.725,-0.269,1.714,-0.076,-0.373,0.087,0.072,0.552,0.231,0.522,0.44,-0.66,-0.122
-0.574,1.148,-0.264,-0.677,1.458,1.041,-1.403,0.587,-0.153,0.717,1.032,2.136,-0.111,0.755,-1.419,-0.119,-0.794,-0.03,-0.152,-0.111,-0.277,0.4,1.27,-0.107,1.857,0.518,-1.415,-1.522,1.129,-1.433,-0.571,0.245,-0.202,0.937,0.776,0.032,0.187,1.776,0.768,-0.596,0.368,0.934,-0.167,0.284,-0.622,-1.541,-0.082,1.591,0.296,0.078,0.188,-0.206,-1.895,-0.644,-0.843,1.134,0.777,1.498,-0.39,1.622,-1.433,0.364,-1.463,-0.066,-0.845,0.305,0.627,0.729,0.944,1.093,-0.227,0.274,-0.594,1.002,-2.19,0.722,-0.476,-0.163,-1.965,-0.053,1.244,0.763,-1.855,-0.865,-0.752,2.352,1.558,1.711,-1.851,0.697,0.369,0.307,1.062,0.126,0.97,-0.562,-1.129,-1.881,1.281,2.22
1.657,0.238,0.256,0.774,0.701,-0.0,-0.747,-1.754,-1.079,1.332,-1.405,0.9,0.52,-1.095,0.49,-0.442,-1.158,1.65,-1.384,0.596,-0.929,-0.35,-0.596,-0.452,0.801,0.776,-0.736,0.807,-0.798,-0.058,0.127,-1.083,-0.974,1.683,-0.091,2.659,-0.675,0.22,1.856,1.478,-1.634,2.108,-0.5,-0.879,0.479,-1.68,0.158,-0.255,2.311,1.237,-0.776,-1.216,0.045,-0.699,0.779,0.982,0.691,0.386,-0.877,1.087,0.097,-0.463,0.034,2.466,2.036,1.044,0.751,-0.362,-0.983,-1.626,1.148,-2.083,0.49,-0.438,0.864,1.672,-0.356,1.82,1.905,0.463,-0.779,0.021,-0.071,-0.136,-1.045,0.388,-1.542,0.294,1.265,-0.061,0.862,-0.52,-1.101,0.679,1.753,0.503,1.056,-1.11,0.226,-0.265
-1.022,-0.074,0.983,-0.307,2.036,-0.923,0.888,0.433,1.594,-0.342,0.048,0.45,-0.878,-0.179,0.655,0.174,-0.175,-1.109,-0.601,0.377,-0.776,1.017,-1.62,-1.003,-0.951,1.021,1.487,-0.38,1.841,-0.336,-0.165,-0.528,1.232,0.088,-1.692,0.607,1.074,-0.563,0.597,1.587,-0.342,-0.965,0.633,-0.004,0.551,0.015,0.3,-0.069,-1.122,-0.035,-0.764,0.054,-0.634,-1.106,-1.288,-0.32,0.743,0.001,-0.785,-0.828,0.718,0.016,1.946,-0.153,-0.762,0.027,-0.493,-0.815,1.822,-1.468,0.563,-0.591,-0.505,-1.079,0.217,0.425,-1.265,0.921,-0.987,0.911,0.727,-1.222,0.071,0.512,-2.07,0.473,-2.254,1.097,-1.657,0.555,-0.627,0.685,0.384,-0.908,0.648,-2.043,0.48,-0.584,-1.295,-0.024
-0.682,1.972,0.501,0.078,-0.307,0.317,0.294,1.308,0.664,-1.099,0.334,1.343,0.249,-1.101,-0.412,-0.027,-2.143,-0.797,0.069,0.764,-0.292,-0.902,-0.523,1.419,-0.18,-1.218,1.013,-0.602,-0.189,-0.311,0.934,-0.113,0.83,-0.527,1.155,0.123,1.215,-0.239,-2.486,-0.389,-1.108,1.664,-0.982,0.641,-1.144,-0.289,-2.167,-1.989,0.684,0.491,0.462,1.124,0.152,1.481,-1.46,1.474,0.701,-0.177,0.404,-0.949,0.517,-0.212,-0.278,-1.025,0.393,-0.858,-0.068,-0.407,-1.482,-0.15,-0.326,0.549,-0.542,-1.408,1.032,-1.12,-0.45,0.88,-0.523,1.038,-0.209,-1.88,-0.223,2.107,0.143,-0.52,0.67,0.828,-1.722,0.511,-1.296,-0.145,0.718,1.69,0.78,0.54,0.414,-1.716,-0.016,-0.049
-0.743,-0.798,0.629,-1.25,1.621,-0.191,0.249,-0.313,-0.867,1.399,-0.459,0.177,0.549,-0.639,0.203,-0.116,1.453,0.413,0.222,0.695,0.061,-0.885,0.915,0.769,-0.723,1.333,0.63,-0.203,0.172,-1.191,0.786,-0.295,0.942,-1.166,-1.427,-0.037,0.969,0.313,0.937,1.308,0.626,1.518,-0.255,-0.402,0.218,-0.29,-2.002,0.407,-0.782,1.726,-0.12,0.027,-0.13,0.033,0.836,0.15,1.939,1.025,0.882,-0.952,0.002,0.437,-2.792,1.157,0.947,-1.755,-0.005,-1.356,1.822,1.593,1.339,-0.613,0.419,-1.573,0.953,-0.39,-0.004,-0.2,-0.12,-0.387,-0.167,0.583,1.798,-0.547,0.834,0.497,-1.246,-0.459,-0.721,1.071,0.363,-0.611,0.926,-0.861,-0.839,-0.562,-1.164,1.043,-0.651,-0.266
0.274,0.185,-0.633,-1.141,0.81,0.779,-2.832,0.567,1.293,0.851,-0.562,0.604,0.163,-0.524,-0.025,0.038,0.945,-0.002,-1.226,-0.898,-1.394,1.081,-0.368,0.669,0.845,3.602,-0.226,0.529,0.234,-0.208,1.734,-0.073,0.951,-0.321,0.093,0.63,0.931,1.843,-0.879,-0.941,-0.604,0.496,0.553,0.225,0.137,0.06,1.652,-1.74,0.204,-1.016,1.344,-0.427,-1.755,0.555,-0.556,-0.939,-0.568,1.651,-1.516,0.168,-0.681,-0.665,1.886,-0.737,0.922,-0.252,0.681,1.579,-1.043,0.853,-0.154,-1.055,-0.51,1.845,0.581,-0.184,-0.729,-0.604,0.398,1.22,0.189,-0.224,0.392,-1.423,-1.71,0.347,1.082,0.4,0.525,-0.762,-0.391,-2.118,-0.279,-1.554,-0.126,0.981,0.015,0.229,-0.162,-1.947
0.371,-0.384,-0.485,2.068,1.636,1.658,0.457,-0.89,1.126,0.159,0.684,0.43,0.07,1.475,1.522,-0.539,0.229,0.079,-0.413,-0.529,0.545,1.055,-0.675,-0.265,-0.968,-1.135,0.838,1.994,-0.157,0.879,0.024,-0.66,1.598,0.051,0.493,-1.085,2.027,0.363,-1.378,0.284,-0.123,1.822,-0.06,-0.18,-0.881,0.433,-2.268,-0.913,1.153,1.256,-0.334,1.452,0.601,-0.288,-1.306,-2.3,1.05,-0.093,0.182,0.552,1.738,0.099,0.745,0.494,0.196,-0.095,0.042,-1.433,0.993,-0.918,-0.574,0.015,1.99,-0.997,-0.488,1.247,-1.491,0.721,-1.38,0.828,-1.438,-2.525,0.35,0.457,0.764,-0.014,0.036,-1.085,0.881,-0.488,0.75,1.094,-0.109,-1.13,0.099,-0.907,0.684,0.975,0.098,-0.429
0.431,0.337,0.128,0.34,3.095,-0.351,0.592,0.662,1.636,1.368,-0.045,0.036,0.08,0.201,-0.538,0.953,-0.169,1.218,-0.83,-0.123,-0.067,1.541,-0.99,-0.666,0.101,1.37,0.681,0.009,1.42,1.653,0.981,0.735,0.492,0.399,-0.609,0.336,0.896,-0.112,-0.949,-0.65,-1.736,0.652,1.25,0.571,-0.028,0.048,0.087,1.93,-0.268,-1.125,0.137,0.627,-0.318,1.445,-0.356,0.117,-0.398,1.071,-0.096,0.205,2.47,1.557,-0.143,-0.791,1.587,1.498,1.055,0.573,0.714,-0.526,0.095,-0.678,-0.621,-0.888,-0.252,-0.179,0.494,-0.235,-0.876,0.562,0.743,-0.178,-0.443,-0.881,-0.899,-0.597,-1.181,-0.867,-1.061,0.974,0.518,0.557,1.291,0.197,0.548,1.392,-1.388,-0.912,-1.618,-0.223
3.74,1.235,0.006,-1.392,1.388,-1.28,0.138,0.49,0.867,0.23,0.573,-2.651,0.321,-0.065,-0.247,-0.999,-0.239,-0.576,0.39,-0.2,0.084,-0.384,-0.593,0.781,-1.46,-0.575,-1.536,1.07,-0.05,0.043,0.186,-0.166,-0.128,-0.098,0.878,-1.123,0.601,0.419,0.678,-0.266,-0.47,0.189,1.104,1.813,-0.326,-0.18,0.337,-0.831,1.026,-0.617,2.214,1.111,-0.052,0.614,-1.251,-0.549,0.421,1.596,-0.826,-0.863,-2.389,0.014,-0.278,0.715,0.058,-0.028,-0.263,0.947,-0.313,-1.672,1.041,-0.808,0.303,-0.285,-1.368,0.021,2.309,-0.888,-1.339,1.308,1.237,0.057,0.504,-0.308,0.594,-1.648,1.775,0.589,1.273,2.3,1.973,-1.376,-0.394,0.129,-1.45,0.208,0.165,-1.194,1.699,-1.117
0.084,-1.772,0.842,0.563,-0.4,-0.66,0.036,1.313,-0.264,2.016,1.393,1.228,0.221,2.002,-1.027,1.774,0.474,-0.257,-0.771,-1.347,0.344,0.597,-1.833,-0.926,-0.662,-0.537,-0.37,0.195,-0.856,-1.88,0.663,-0.372,0.175,0.001,1.275,1.288,1.337,1.021,0.997,0.74,1.312,-0.216,0.193,0.034,-0.413,-1.759,0.016,2.102,-0.903,0.21,0.969,1.044,0.542,-2.595,-2.548,1.134,0.751,1.705,0.181,-0.2,0.019,-0.023,0.41,0.174,-0.111,1.321,-0.58,-0.689,0.849,0.619,-0.361,-1.139,-0.253,0.35,0.062,-1.205,0.952,1.416,0.362,-0.39,0.72,-1.733,0.338,2.115,1.214,-0.975,1.932,-0.736,-0.487,-0.608,-0.527,0.052,0.186,1.275,0.521,0.854,-0.821,-0.463,0.478,-0.459
0.854,0.471,-1.578,1.098,-0.884,-0.192,1.266,0.195,-0.826,-0.747,-0.886,1.255,-2.055,-0.501,0.967,-0.96,-0.072,0.686,-0.247,1.059,-0.843,-0.101,-0.717,-0.213,0.587,0.854,0.235,-1.908,0.516,-0.014,0.242,-2.882,0.263,0.257,0.156,0.861,-0.003,0.206,-0.877,-0.04,0.71,-0.698,0.699,-0.725,-1.093,0.645,0.123,-0.103,-0.142,1.221,1.193,1.474,-1.626,0.651,0.948,-0.002,-0.6,-1.115,1.002,-0.774,-1.741,-0.776,-0.056,-0.624,-1.251,-1.793,0.96,-0.129,-0.379,0.84,2.069,-0.515,0.852,0.058,-1.667,0.974,0.219,-1.074,-0.804,0.874,0.213,0.764,1.233,-2.426,-0.628,-0.696,1.459,0.623,-1.624,0.317,1.7,-0.998,0.143,-0.714,0.76,-0.785,-1.523,-0.188,-0.718,-0.265
-2.951,-1.467,-0.454,-1.497,0.952,-0.892,-0.293,-0.511,0.326,0.168,0.025,-0.311,-1.789,0.809,-0.771,-1.185,-1.639,-0.14,-0.391,-0.846,-0.743,0.261,-1.687,-0.034,-1.253,-0.729,0.001,1.469,-1.696,0.691,1.33,-1.941,0.216,0.097,1.388,-0.0,1.395,-0.288,1.279,2.213,-1.117,-0.901,0.247,0.116,0.565,1.171,-0.217,-1.321,-1.418,0.348,1.797,-0.112,-0.733,-1.314,0.266,0.68,-1.051,-0.736,-0.205,0.988,-0.666,1.199,-0.058,-0.971,0.94,-0.985,-0.802,0.05,-0.167,1.692,-0.634,0.398,0.708,0.604,1.229,-0.523,0.669,0.519,0.393,-0.516,0.406,-0.103,-1.011,0.93,-0.738,-1.664,0.533,1.267,-1.433,-1.16,0.583,1.32,0.035,0.24,1.161,0.813,-1.371,-0.119,0.479,0.914
0.719,-0.464,-1.264,-0.394,-1.543,0.19,0.644,-0.091,-0.489,0.009,-0.596,-1.334,-0.759,-0.138,-0.424,0.732,-1.008,1.435,1.134,-1.037,0.28,-0.022,0.919,1.161,-0.001,-1.198,0.846,-0.337,0.668,-0.42,-0.298,1.24,1.298,-2.043,0.699,-1.217,1.562,-0.525,0.636,-0.791,-0.329,0.509,0.492,-1.135,-0.111,1.051,-1.187,0.886,1.586,0.573,-0.347,2.167,2.056,-0.38,0.004,-0.958,0.315,-0.133,-0.445,0.904,0.699,-3.124,0.003,-1.894,-0.045,0.304,-0.694,0.168,0.921,0.913,-0.079,1.617,-0.18,0.598,-1.971,0.324,-0.158,0.457,0.309,-1.12,-1.027,0.869,-0.489,-0.806,-1.783,0.133,0.1,0.207,0.964,-1.066,-1.245,-0.627,-2.949,-2.017,0.454,-0.468,-0.016,0.721,-1.154,-0.165
-0.371,-0.801,-0.404,-1.295,0.174,-0.494,1.385,-1.168,1.027,0.185,1.406,0.3,1.068,-0.746,1.433,-0.829,0.909,2.38,-1.603,-0.824,0.805,-0.177,2.045,0.654,-0.814,0.583,-1.09,0.462,-0.216,-0.335,1.532,0.727,0.988,0.445,-1.485,0.349,0.652,-0.246,-1.228,-0.489,-0.961,-0.134,-1.093,-1.162,-0.691,0.182,-0.556,0.146,0.097,-0.322,0.439,0.075,0.805,-0.91,1.733,1.385,-0.096,0.086,0.2,0.402,0.158,0.232,-1.455,-0.647,2.042,0.948,0.066,0.646,-1.603,0.238,0.079,-1.61,-0.982,0.19,-0.669,-2.366,-0.715,-2.655,0.61,-1.082,0.002,1.608,0.251,-1.131,-0.232,0.184,0.376,0.266,0.364,0.358,-0.096,-2.546,0.908,-1.05,-0.258,1.407,-0.022,-0.797,-0.051,0.016
0.974,1.674,1.946,0.986,0.43,1.165,-0.3,0.275,1.673,-1.734,-0.013,0.967,0.698,0.278,0.468,-0.571,-1.628,-0.331,-1.33,0.592,-0.162,-0.09,0.761,0.265,1.033,-0.527,-0.266,0.38,-1.412,1.238,-0.782,-0.375,-1.034,-0.298,-0.23,1.141,-1.799,1.334,-2.115,0.341,-0.858,1.013,0.117,-3.225,-0.425,-1.07,-1.348,-0.284,0.578,-0.748,-0.531,-0.393,-1.066,0.308,-0.936,-0.212,-0.953,-1.143,-0.867,0.721,-0.92,0.304,-1.401,-2.818,-1.817,-0.057,1.803,-1.636,0.011,0.206,-0.809,1.389,0.84,0.601,0.899,-0.549,0.634,0.598,-0.037,-0.412,-0.939,0.41,0.533,-1.329,1.607,-0.474,-0.579,-0.206,0.14,1.944,-1.551,-1.773,0.0,-0.954,-0.9,-0.356,0.4,0.671,1.813,0.252
0.858,-0.963,0.49,0.801,1.17,-0.599,0.682,-0.114,-0.186,0.817,-2.33,0.548,1.856,1.012,-0.645,0.358,-1.281,0.88,-1.201,1.326,0.847,-1.27,-0.694,-0.514,-1.805,-0.69,-0.953,0.365,0.078,-0.248,-0.395,-0.699,-0.994,1.867,1.613,-0.136,-0.624,1.786,0.148,1.134,-0.542,0.355,0.383,0.974,-0.083,0.816,0.095,-0.927,-0.148,-1.307,0.818,-0.543,1.11,-1.48,-0.837,0.019,0.704,-0.859,-0.134,-0.5,0.027,0.654,-1.552,0.199,-1.548,-0.621,-1.568,0.252,-2.813,1.186,-0.572,-0.912,0.158,0.779,0.049,-0.477,0.879,-0.085,0.985,-0.934,-1.611,-0.862,-0.812,-2.71,1.209,-2.277,1.015,-1.25,-1.134,-0.213,0.463,-1.83,0.198,0.503,-0.256,-1.768,-1.613,0.517,0.634,-1.748
0.718,1.502,0.6,0.553,0.454,-1.838,-0.339,0.403,-1.662,0.537,1.031,0.066,0.203,-0.362,1.398,-0.188,-1.859,-0.276,1.64,-0.725,-1.177,1.291,1.849,-0.422,0.961,0.443,-2.092,1.427,2.135,-0.798,-0.191,-2.272,1.597,1.526,0.714,-0.099,0.11,-1.227,-1.575,-0.783,-0.284,-0.849,1.497,-0.092,-1.493,1.683,-1.59,0.446,1.788,-0.511,-0.286,-0.345,1.201,0.183,-0.923,-0.663,0.797,1.169,-0.142,0.832,0.164,2.149,-0.057,0.107,-1.223,0.662,-0.355,0.754,-0.493,0.13,1.135,0.216,-0.116,-0.258,-1.311,-1.49,-0.629,-0.953,-0.802,-0.887,-0.181,-0.022,-2.172,-0.308,-0.561,-1.153,1.399,1.107,-0.922,-0.529,0.549,0.321,0.792,0.81,0.241,-0.449,0.309,-0.317,-0.559,0.107
0.794,0.186,1.587,-1.271,0.034,-0.926,-0.856,0.354,1.111,0.085,-1.894,1.37,0.35,-1.201,-1.472,-1.517,-1.286,0.505,-0.073,-0.836,-0.638,0.018,-0.509,-0.752,1.299,0.917,-0.296,1.054,2.249,1.227,0.083,0.135,1.193,0.463,0.723,1.314,-0.059,-1.463,0.422,-0.67,0.198,-1.034,1.491,-0.077,-1.143,0.479,1.173,0.607,-0.52,0.67,0.588,0.561,1.292,-1.483,-0.775,0.299,0.483,-0.411,0.496,0.929,0.462,-0.402,-0.515,1.264,1.292,0.29,-1.133,0.009,-0.08,-0.726,-0.423,-0.191,-1.959,1.11,-0.433,-1.177,1.521,-2.321,-0.365,-0.635,0.029,-1.179,0.344,-1.61,1.271,0.64,-2.442,-1.661,-1.466,-1.065,-0.575,0.475,-2.505,1.612,-0.009,-1.678,0.16,-0.535,-0.714,-1.363
0.348,-1.785,0.853,0.173,0.69,-1.197,-1.387,1.055,0.269,-0.527,-0.331,-1.418,1.251,-0.252,0.643,1.123,1.803,0.444,-0.668,0.925,0.414,-0.063,-0.602,-0.634,0.5,0.022,-1.035,0.11,1.626,-1.071,-0.146,0.593,1.205,0.143,-1.338,-0.151,-0.024,-1.744,-0.592,2.135,-0.702,0.886,-1.115,0.415,-0.558,0.234,-0.541,0.487,-0.987,2.147,-0.388,0.724,-1.476,1.412,-0.663,1.677,-1.142,0.017,3.483,1.586,1.117,0.39,-0.729,0.43,-0.098,0.11,0.063,0.376,0.127,-0.287,-0.717,0.107,0.625,-1.16,-0.569,0.445,-1.83,0.489,0.139,-1.343,-1.43,1.378,-0.369,-0.177,-1.616,-0.538,0.364,0.476,0.882,0.017,-0.779,-0.244,1.452,1.652,0.593,1.491,-0.766,-0.629,-0.033,1.461
0.566,-0.428,-1.166,0.293,-0.369,-1.032,0.608,1.781,-0.191,-0.436,2.691,1.453,-0.544,-1.219,-0.626,-0.173,-1.223,-1.229,1.1,0.351,0.072,-0.2,0.918,-0.215,1.151,-2.226,-0.054,0.167,-0.023,1.153,-0.233,-1.432,0.245,0.821,-0.1,-0.157,0.702,2.041,0.334,-0.964,0.727,1.422,0.538,1.66,-0.059,-0.347,0.08,1.994,-0.337,-1.297,1.97,2.473,2.226,0.681,0.251,-0.907,-1.003,-0.929,-0.835,1.491,-1.289,0.622,1.232,0.098,0.979,0.012,0.599,-0.86,-0.382,-0.454,-0.606,-0.631,1.547,0.211,0.349,-0.491,1.69,0.074,1.975,-0.014,0.521,1.891,-0.159,0.713,-0.032,2.345,-0.854,0.525,0.097,1.231,1.496,0.02,0.628,1.433,0.272,1.316,-0.22,-0.873,1.579,-1.613
0.537,0.439,-1.07,0.266,-0.67,-1.277,-0.716,-0.431,-1.463,1.142,0.623,1.611,0.234,-1.299,0.533,-1.364,1.433,0.018,-0.741,0.436,-1.788,0.915,-0.669,1.478,-1.927,1.256,-0.303,-1.791,1.205,-0.702,-1.167,0.916,1.345,-0.217,-0.788,0.309,1.49,-2.932,0.836,1.798,1.575,-0.264,-0.401,-0.081,0.328,-0.674,-0.212,-0.616,-0.346,0.661,-0.098,1.105,-0.242,1.18,1.491,-1.299,-0.557,-0.562,1.407,-1.157,-0.605,1.363,-0.784,-0.404,1.351,-0.509,-0.949,0.224,0.431,1.053,0.265,-0.279,0.712,0.734,1.641,0.662,-0.546,-0.477,-0.569,-0.788,0.178,-0.746,-2.735,-0.439,1.248,1.556,-0.461,0.362,-0.061,-0.589,-0.174,-0.588,-0.615,-1.55,0.759,0.901,0.999,-0.477,-1.417,-1.457
-1.061,1.934,0.618,-1.051,1.422,1.79,1.814,-1.241,-0.067,1.386,-0.273,1.855,0.844,-0.777,1.365,0.515,0.829,0.506,-0.551,-0.762,0.354,-1.393,-0.387,-0.653,0.506,-0.543,-0.175,-0.084,-0.23,-1.431,0.367,-1.981,1.176,1.177,-0.701,-0.791,0.452,-0.774,-1.813,-1.355,-0.519,-2.556,-0.975,1.103,-0.996,-0.327,1.151,-1.168,-0.615,-0.033,0.174,0.38,-0.474,-1.769,-0.355,-0.883,-2.15,0.583,0.925,-1.522,0.871,-1.014,1.825,2.385,0.256,-1.465,-1.807,-0.057,-0.81,1.554,-0.175,0.336,-1.864,1.255,-1.245,1.7,0.565,0.872,-0.169,0.123,-1.469,2.281,-0.663,-1.226,-0.924,-1.51,-0.027,-0.394,-0.542,0.074,-0.842,-0.493,-0.705,0.205,0.481,-1.678,-0.162,-0.867,0.36,-0.014
0.477,-0.104,0.075,-1.282,1.921,-0.278,-0.264,0.556,-0.597,-1.652,0.854,-1.056,0.734,0.395,0.455,-1.706,1.713,-1.27,0.44,1.449,0.198,1.201,0.439,-0.281,-0.479,-1.208,-0.438,-1.013,-0.596,1.193,-0.772,-0.162,1.72,-0.581,0.146,1.186,1.492,0.745,1.491,-0.646,-0.116,0.9,0.728,0.166,-1.125,-1.531,0.647,2.306,-0.705,1.457,-0.63,-0.058,0.199,2.863,-0.153,0.878,-1.751,2.004,-1.466,-1.114,1.087,-0.597,-0.429,-1.131,-0.094,-2.177,-0.312,-0.831,-0.626,0.161,-1.445,0.055,0.539,-1.22,1.412,0.454,-0.386,0.246,-2.25,-0.068,0.119,-1.376,0.15,0.19,0.518,0.486,-1.034,-0.811,1.791,-0.732,-1.366,-0.935,1.173,-0.601,0.254,0.295,-0.21,0.185,-1.145,2.326
